frame,t,state,red_score,amber_score,green_score,before_v2_rule
1698,56.657,amber,-0.9,3.1,-2.6,none
1701,56.757,amber,-1.7,3.2,-2.4,none
1704,56.857,amber,-1.3,3.0,-3.8,none
1707,56.957,amber,-1.9,1.7,-3.0,none
1710,57.057,amber,-1.5,1.8,-2.7,none
1713,57.157,amber,-1.3,1.9,-2.8,none
1716,57.257,amber,-1.4,1.9,-3.1,none
1719,57.357,amber,-1.0,2.2,-2.7,none
1722,57.457,amber,-1.3,2.1,-2.8,none
1725,57.558,amber,-1.2,2.5,-2.7,none
1728,57.658,amber,-1.7,2.9,-3.0,none
1731,57.758,amber,-1.7,2.2,-3.5,none
1734,57.858,amber,-1.9,2.9,-3.0,none
1737,57.958,amber,-2.3,1.6,-3.3,none
1740,58.058,amber,-1.5,2.1,-3.9,none
1743,58.158,amber,-1.0,2.0,-3.9,none
1746,58.258,amber,-1.2,1.6,-3.2,none
1749,58.358,amber,-1.8,1.7,-3.4,none
1752,58.458,amber,-1.1,1.4,-3.3,none
1755,58.558,amber,-1.6,2.0,-3.1,none
1758,58.659,amber,-1.4,-0.0,-2.9,none
1761,58.759,red,26.8,-1.4,-3.0,none
1764,58.859,red,26.5,-2.3,-2.7,none
1767,58.959,red,25.7,-2.8,-3.0,none
1770,59.059,red,24.6,-2.7,-2.7,none
1773,59.159,red,26.4,-2.8,-2.5,none
1776,59.259,red,25.9,-2.7,-2.8,red
1779,59.359,red,24.9,-3.8,-2.7,none
1782,59.459,red,24.5,-2.5,-3.0,none
1785,59.56,red,24.3,-3.5,-3.4,none
1788,59.66,red,24.4,-3.2,-3.2,none
1791,59.76,red,25.4,-3.1,-4.2,none
1794,59.86,red,25.0,-2.5,-3.4,none
1797,59.96,red,26.0,-1.9,-3.5,none
1800,60.06,red,25.5,-2.6,-3.8,none
1803,60.16,red,26.0,-2.6,-3.0,none
1806,60.26,red,25.4,-2.5,-3.2,none
1809,60.36,red,25.3,-2.7,-3.0,none
1812,60.46,red,25.4,-2.5,-3.3,none
1815,60.56,red,26.3,-2.6,-3.1,none
1818,60.661,red,25.5,-2.8,-3.7,none
1821,60.761,red,25.3,-3.1,-3.7,none
1824,60.861,red,24.8,-2.4,-3.0,none
1827,60.961,red,24.7,-2.6,-3.1,none
1830,61.061,red,24.5,-3.0,-3.7,none
1833,61.161,red,25.5,-2.4,-3.8,none
1836,61.261,red,25.0,-3.6,-3.2,none
1839,61.361,red,25.2,-3.4,-3.8,none
1842,61.461,red,24.6,-3.2,-2.9,none
1845,61.562,red,23.5,-3.6,-3.7,none
1848,61.662,red,25.2,-2.4,-3.4,none
1851,61.762,red,24.7,-3.3,-3.4,none
1854,61.862,red,26.0,-3.1,-3.1,none
1857,61.962,red,25.4,-3.4,-4.2,none
1860,62.062,red,25.4,-2.5,-3.3,none
1863,62.162,red,26.0,-3.0,-3.7,none
1866,62.262,red,25.1,-2.6,-3.5,none
1869,62.362,red,24.6,-2.7,-3.4,none
1872,62.462,red,24.8,-2.6,-3.3,none
1875,62.562,red,25.8,-2.9,-3.8,none
1878,62.663,red,25.7,-2.6,-3.4,none
1881,62.763,red,25.4,-1.2,-3.3,none
1884,62.863,red,26.7,-0.9,-3.4,none
1887,62.963,red,24.7,-1.1,-2.9,none
1890,63.063,red,25.8,-2.8,-2.9,none
1893,63.163,red,26.4,-2.2,-3.4,none
1896,63.263,red,26.3,-2.9,-3.2,none
1899,63.363,red,26.3,-2.1,-2.9,none
1902,63.463,red,26.8,-1.6,-2.9,none
1905,63.564,red,25.4,-2.8,-3.3,none
1908,63.664,red,27.9,-2.6,-2.5,none
1911,63.764,red,25.1,-2.4,-2.9,none
1914,63.864,red,26.9,-2.5,-3.9,none
1917,63.964,red,25.4,-2.5,-3.6,none
1920,64.064,red,25.8,-2.1,-3.5,none
1923,64.164,red,26.1,-1.9,-3.2,none
1926,64.264,red,25.8,-2.2,-3.2,none
1929,64.364,red,25.9,-1.9,-3.3,none
1932,64.464,red,24.1,-1.8,-3.3,none
1935,64.564,red,26.4,-1.8,-3.2,none
1938,64.665,red,26.2,-2.8,-3.5,none
1941,64.765,red,24.3,-1.7,-3.2,none
1944,64.865,red,25.4,-2.0,-2.8,red
1947,64.965,red,24.8,-3.2,-3.3,none
1950,65.065,red,26.2,-3.0,-2.8,none
1953,65.165,red,25.7,-2.8,-3.4,none
1956,65.265,red,26.9,-3.1,-2.7,none
1959,65.365,red,25.6,-2.3,-2.4,none
1962,65.465,red,25.4,-2.0,-3.3,none
1965,65.566,red,24.9,-1.9,-3.5,none
1968,65.666,red,25.4,-2.6,-3.7,none
1971,65.766,red,24.9,-2.6,-3.4,none
1974,65.866,red,24.7,-2.6,-3.4,none
1977,65.966,red,26.2,-2.3,-3.6,none
1980,66.066,red,25.3,-2.2,-3.1,none
1983,66.166,red,24.7,-2.3,-3.1,none
1986,66.266,red,25.4,-1.9,-3.2,none
1989,66.366,red,24.5,-2.0,-3.9,none
1992,66.466,red,25.5,-1.8,-3.6,none
1995,66.566,red,26.2,-2.3,-3.9,none
1998,66.667,red,24.5,-2.2,-3.1,none
2001,66.767,red,24.0,-1.6,-3.0,none
2004,66.867,red,23.7,-1.9,-3.1,none
2007,66.967,red,22.8,-2.8,-3.8,none
2010,67.067,red,23.0,-2.2,-3.3,none
2013,67.167,red,24.0,-1.8,-3.2,none
2016,67.267,red,23.3,-2.0,-2.9,none
2019,67.367,red,23.1,-2.8,-3.2,none
2022,67.467,red,23.2,-2.3,-2.3,none
2025,67.568,red,23.3,-3.1,-3.6,none
2028,67.668,red,23.4,-4.0,-3.0,none
2031,67.768,red,24.1,-3.0,-3.3,none
2034,67.868,red,23.3,-2.8,-3.1,none
2037,67.968,red,23.9,-2.0,-2.4,none
2040,68.068,red,23.9,-1.8,-2.2,none
2043,68.168,red,23.4,-1.7,-2.5,none
2046,68.268,red,23.9,-1.7,-3.6,none
2049,68.368,red,23.8,-2.2,-2.1,none
2052,68.468,red,23.2,-2.1,-2.4,none
2055,68.568,red,22.8,-1.8,-3.3,none
2058,68.669,red,22.8,-2.7,-2.6,none
2061,68.769,red,22.1,-2.0,-2.6,none
2064,68.869,red,23.2,-2.3,-2.4,none
2067,68.969,red,24.3,-2.2,-4.2,none
2070,69.069,red,22.6,-2.1,-3.7,none
2073,69.169,red,23.0,-2.6,-3.5,none
2076,69.269,red,23.6,-2.8,-3.2,none
2079,69.369,red,23.6,-2.4,-3.2,none
2082,69.469,red,23.6,-1.7,-3.5,none
2085,69.57,red,24.1,-2.0,-3.2,none
2088,69.67,red,24.0,-3.1,-2.9,none
2091,69.77,red,24.9,-2.2,-3.3,none
2094,69.87,red,24.7,-2.3,-2.9,none
2097,69.97,red,22.2,-2.6,-3.2,none
2100,70.07,red,22.7,-1.6,-3.4,none
2103,70.17,red,23.4,-1.8,-3.5,none
2106,70.27,red,22.1,-1.9,-3.4,none
2109,70.37,red,22.6,-1.7,-3.5,none
2112,70.47,red,23.6,-1.6,-3.3,none
2115,70.57,red,24.3,-2.4,-2.6,none
2118,70.671,red,23.2,-1.7,-3.1,none
2121,70.771,red,23.6,-0.9,-3.4,none
2124,70.871,red,23.4,-2.1,-3.3,none
2127,70.971,red,22.8,-1.4,-3.1,none
2130,71.071,red,23.6,-0.9,-3.1,none
2133,71.171,red,22.7,-2.5,-3.3,none
2136,71.271,red,23.7,-2.6,-4.0,none
2139,71.371,red,23.8,-2.0,-3.4,none
2142,71.471,red,23.2,-2.1,-3.5,none
2145,71.572,red,22.9,-2.0,-3.0,none
2148,71.672,red,22.2,-1.6,-3.7,none
2151,71.772,red,22.2,-2.0,-3.9,none
2154,71.872,red,22.2,-2.0,-3.1,none
2157,71.972,red,22.6,-2.5,-3.0,none
2160,72.072,red,22.9,-2.7,-3.4,none
2163,72.172,red,22.2,-2.1,-3.4,none
2166,72.272,red,22.9,-2.0,-2.9,none
2169,72.372,red,22.7,-2.2,-3.8,none
2172,72.472,red,22.8,-2.5,-3.6,none
2175,72.572,red,21.7,-1.9,-3.1,none
2178,72.673,red,22.9,-2.5,-2.7,none
2181,72.773,red,22.7,-1.4,-3.7,none
2184,72.873,red,23.3,-1.7,-2.9,none
2187,72.973,red,22.2,-1.8,-3.0,none
2190,73.073,red,23.2,-2.3,-3.1,none
2193,73.173,red,23.9,-2.4,-3.1,none
2196,73.273,red,23.8,-1.9,-2.5,none
2199,73.373,red,23.7,-2.1,-3.4,none
2202,73.473,red,23.5,-2.6,-3.6,none
2205,73.574,red,23.6,-2.6,-3.4,none
2208,73.674,red,23.7,-2.7,-3.3,none
2211,73.774,red,22.6,-2.0,-3.6,none
2214,73.874,red,23.8,-1.7,-2.9,none
2217,73.974,red,23.5,-1.6,-3.0,none
2220,74.074,red,22.9,-2.4,-3.6,none
2223,74.174,red,22.9,-3.2,-2.9,none
2226,74.274,red,23.4,-2.3,-3.4,none
2229,74.374,red,22.9,-2.6,-2.5,none
2232,74.474,red,24.0,-2.6,-2.4,none
2235,74.574,red,23.5,-2.7,-2.8,none
2238,74.675,red,22.4,-3.0,-2.3,none
2241,74.775,red,23.3,-2.4,-2.3,none
2244,74.875,red,23.5,-2.7,-2.6,none
2247,74.975,red,23.4,-2.6,-2.7,none
2250,75.075,red,22.9,-2.2,-3.3,none
2253,75.175,red,22.6,-2.2,-3.2,none
2256,75.275,red,23.7,-2.9,-2.4,none
2259,75.375,red,23.0,-2.5,-2.3,none
2262,75.475,red,24.4,-2.4,-2.9,none
2265,75.576,red,24.1,-2.3,-3.0,none
2268,75.676,red,22.6,-3.6,-3.0,none
2271,75.776,red,24.1,-2.5,-3.3,none
2274,75.876,red,24.0,-2.4,-2.9,none
2277,75.976,red,22.7,-3.5,-2.6,none
2280,76.076,red,22.9,-2.7,-2.7,none
2283,76.176,red,23.7,-2.6,-3.0,none
2286,76.276,red,23.9,-3.2,-3.7,none
2289,76.376,red,22.9,-3.0,-2.9,none
2292,76.476,red,23.8,-2.3,-2.9,none
2295,76.576,red,23.0,-3.3,-3.0,none
2298,76.677,red,23.1,-2.6,-3.0,none
2301,76.777,red,23.8,-2.2,-2.2,none
2304,76.877,red,23.7,-2.4,-2.6,none
2307,76.977,red,24.2,-2.1,-2.5,none
2310,77.077,red,23.7,-2.7,-2.8,none
2313,77.177,red,22.7,-2.7,-2.9,none
2316,77.277,red,23.1,-2.7,-3.4,none
2319,77.377,red,23.4,-2.3,-3.0,none
2322,77.477,red,23.3,-2.5,-2.7,none
2325,77.578,red,22.6,-2.5,-2.9,none
2328,77.678,red,23.7,-1.4,-2.9,none
2331,77.778,red,22.9,-2.2,-2.6,none
2334,77.878,red,22.6,-1.6,-3.2,none
2337,77.978,red,22.1,-1.8,-2.2,none
2340,78.078,red,22.7,-2.0,-3.0,none
2343,78.178,red,22.6,-2.2,-3.0,none
2346,78.278,red,22.6,-2.4,-2.7,none
2349,78.378,red,23.1,-2.2,-2.8,none
2352,78.478,red,22.3,-2.8,-3.1,none
2355,78.578,red,22.6,-2.5,-2.3,none
2358,78.679,red,22.0,-2.0,-3.0,none
2361,78.779,red,21.5,-2.0,-2.6,none
2364,78.879,red,21.4,-2.8,-2.7,none
2367,78.979,red,22.0,-2.2,-3.4,none
2370,79.079,red,22.1,-2.2,-2.9,none
2373,79.179,red,21.9,-2.3,-2.6,none
2376,79.279,red,22.5,-2.0,-3.3,none
2379,79.379,red,21.7,-2.0,-3.2,none
2382,79.479,red,21.3,-1.7,-3.0,none
2385,79.58,red,22.5,-2.8,-2.4,none
2388,79.68,red,21.1,-2.6,-2.9,none
2391,79.78,red,21.8,-3.0,-3.2,none
2394,79.88,red,22.0,-3.6,-3.0,none
2397,79.98,red,22.4,-2.2,-2.8,none
2400,80.08,red,22.0,-3.0,-3.1,none
2403,80.18,red,22.4,-2.3,-2.7,none
2406,80.28,red,21.6,-2.0,-3.0,none
2409,80.38,red,22.2,-2.7,-3.3,none
2412,80.48,red,22.0,-2.1,-3.4,none
2415,80.58,red,21.2,-2.9,-2.3,none
2418,80.681,red,23.3,-2.4,-2.6,none
2421,80.781,red,20.7,-2.6,-3.1,none
2424,80.881,red,21.7,-2.4,-3.6,none
2427,80.981,red,22.6,-2.0,-2.9,none
2430,81.081,red,22.7,-2.3,-2.9,none
2433,81.181,red,22.5,-2.5,-3.5,none
2436,81.281,red,22.8,-2.2,-2.4,none
2439,81.381,red,22.9,-1.3,-3.5,none
2442,81.481,red,22.6,-1.8,-2.7,none
2445,81.582,red,23.6,-1.7,-2.4,none
2448,81.682,red,23.1,-2.9,-2.7,none
2451,81.782,red,23.4,-2.7,-3.1,none
2454,81.882,red,23.5,-2.3,-3.1,none
2457,81.982,red,23.5,-2.8,-2.9,none
2460,82.082,red,23.2,-1.7,-2.8,none
2463,82.182,red,22.4,-1.6,-2.7,none
2466,82.282,red,22.9,-2.6,-3.1,none
2469,82.382,red,23.0,-2.6,-3.2,none
2472,82.482,red,21.8,-1.0,-2.7,none
2475,82.582,red,22.6,-1.3,-2.5,none
2478,82.683,red,22.9,-2.4,-2.9,none
2481,82.783,red,22.1,-2.3,-3.2,none
2484,82.883,red,23.9,-2.1,-3.5,none
2487,82.983,red,23.1,-2.4,-2.9,none
2490,83.083,red,23.2,-1.9,-2.6,none
2493,83.183,red,23.5,-1.7,-3.1,none
2496,83.283,red,23.9,-1.6,-2.8,none
2499,83.383,red,23.1,-1.4,-3.2,none
2502,83.483,red,23.6,-1.5,-3.4,none
2505,83.584,red,22.7,-1.6,-2.6,none
2508,83.684,red,23.3,-2.1,-2.9,none
2511,83.784,red,23.4,-2.1,-2.9,none
2514,83.884,red,23.5,-1.1,-3.1,none
2517,83.984,red,23.0,-2.1,-3.0,none
2520,84.084,red,24.1,-2.8,-2.7,none
2523,84.184,red,23.7,-2.7,-2.9,none
2526,84.284,red,23.8,-2.6,-2.6,none
2529,84.384,red,24.5,-1.7,-3.4,none
2532,84.484,red,22.1,-1.8,-3.6,none
2535,84.584,red,22.4,-2.4,-3.1,none
2538,84.685,red,22.8,-2.6,-2.3,none
2541,84.785,red,23.3,-2.5,-3.1,none
2544,84.885,red,22.7,-2.5,-2.9,none
2547,84.985,red,23.3,-1.2,-3.2,none
2550,85.085,red,24.0,-2.1,-4.0,none
2553,85.185,red,24.3,-2.0,-3.1,none
2556,85.285,red,23.4,-2.3,-3.2,none
2559,85.385,red,24.2,-1.6,-3.2,none
2562,85.485,red,23.5,-1.6,-3.2,none
2565,85.586,red,23.8,-2.0,-3.4,none
2568,85.686,red,23.7,-1.6,-3.5,none
2571,85.786,red,23.2,-2.2,-3.0,none
2574,85.886,red,24.5,-2.8,-4.1,none
2577,85.986,red,24.6,-2.3,-3.8,none
2580,86.086,red,24.2,-2.7,-3.7,none
2583,86.186,red,23.8,-2.8,-4.3,none
2586,86.286,red,23.7,-2.5,-3.6,none
2589,86.386,red,24.7,-1.7,-3.6,none
2592,86.486,red,23.7,-1.7,-2.8,none
2595,86.586,red,24.5,-2.7,-3.0,none
2598,86.687,red,23.5,-2.2,-2.5,none
2601,86.787,red,24.1,-2.2,-3.3,none
2604,86.887,red,23.7,-2.2,-3.6,none
2607,86.987,red,23.3,-2.4,-2.9,none
2610,87.087,red,24.7,-2.2,-3.1,none
2613,87.187,red,23.2,-2.1,-3.9,none
2616,87.287,red,24.1,-2.0,-3.4,none
2619,87.387,red,22.5,-2.4,-3.5,none
2622,87.487,red,22.3,-2.3,-2.4,none
2625,87.588,red,23.2,-1.9,-3.4,none
2628,87.688,red,23.3,-1.7,-3.7,none
2631,87.788,red,24.0,-2.1,-3.3,none
2634,87.888,red,23.5,-1.7,-3.8,none
2637,87.988,red,22.8,-1.4,-4.0,none
2640,88.088,red,24.5,-1.8,-3.2,none
2643,88.188,red,24.4,-1.8,-3.3,none
2646,88.288,red,22.9,-1.9,-3.3,none
2649,88.388,red,23.1,-2.1,-3.3,none
2652,88.488,red,23.0,-2.3,-3.1,none
2655,88.588,red,23.2,-2.1,-2.8,none
2658,88.689,red,22.8,-2.5,-2.8,none
2661,88.789,red,23.8,-2.4,-2.6,none
2664,88.889,red,23.9,-2.0,-3.1,none
2667,88.989,red,22.9,-2.8,-2.5,none
2670,89.089,red,23.9,-3.4,-3.4,none
2673,89.189,red,23.1,-2.9,-4.3,none
2676,89.289,red,23.4,-3.5,-3.6,none
2679,89.389,red,24.8,-2.6,-3.5,none
2682,89.489,red,23.4,-2.7,-2.8,none
2685,89.59,red,23.4,-2.8,-3.2,none
2688,89.69,red,23.1,-1.7,-3.5,none
2691,89.79,red,23.3,-2.4,-3.0,none
2694,89.89,red,22.6,-2.2,-3.0,none
2697,89.99,red,24.0,-2.7,-2.9,none
2700,90.09,red,23.6,-2.5,-3.1,none
2703,90.19,red,23.2,-1.4,-3.3,none
2706,90.29,red,23.4,-2.4,-3.0,none
2709,90.39,red,23.3,-2.2,-3.3,none
2712,90.49,red,23.9,-2.3,-2.7,none
2715,90.59,red,23.1,-2.3,-4.6,none
2718,90.691,red,23.3,-2.9,-3.5,none
2721,90.791,red,23.2,-1.9,-2.9,none
2724,90.891,red,22.4,-2.7,-3.1,none
2727,90.991,red,22.9,-1.6,-3.1,none
2730,91.091,red,22.4,-3.0,-2.6,none
2733,91.191,red,23.8,-2.9,-3.0,none
2736,91.291,red,22.6,-2.4,-3.1,none
2739,91.391,red,22.6,-1.9,-3.5,none
2742,91.491,red,22.3,-2.5,-2.8,none
2745,91.592,red,22.4,-2.4,-3.0,none
2748,91.692,red_amber,22.1,0.4,-3.6,none
2751,91.792,red_amber,22.2,-0.1,-3.1,none
2754,91.892,red_amber,23.0,1.5,-2.7,none
2757,91.992,red_amber,22.1,2.0,-2.9,none
2760,92.092,red_amber,23.1,2.3,-3.3,none
2763,92.192,red_amber,22.9,2.2,-3.7,none
2766,92.292,red_amber,23.7,2.9,-3.1,none
2769,92.392,red_amber,23.4,2.2,-2.9,none
2772,92.492,red_amber,22.6,2.1,-2.7,none
2775,92.592,red_amber,22.7,2.2,-3.2,none
2778,92.693,red_amber,23.0,1.3,-2.8,none
2781,92.793,red_amber,22.3,1.4,-2.5,none
2784,92.893,red_amber,23.1,1.8,-2.8,none
2787,92.993,red_amber,23.8,1.4,-3.0,red
2790,93.093,red_amber,22.8,1.7,-2.8,none
2793,93.193,red_amber,22.2,1.4,-3.2,none
2796,93.293,red_amber,23.1,1.4,-3.3,none
2799,93.393,occluded,22.8,1.8,-3.8,red
2802,93.493,red_amber,22.4,1.9,-3.0,none
2805,93.594,red_amber,23.2,1.1,-3.2,red
2808,93.694,red_amber,22.4,1.4,-2.6,none
2811,93.794,red_amber,22.2,1.5,-3.2,red
2814,93.894,red_amber,22.2,1.5,-3.3,none
2817,93.994,red_amber,22.9,1.6,-3.8,none
2820,94.094,red_amber,22.7,1.7,-3.0,none
2823,94.194,red_amber,22.0,1.8,-2.8,none
2826,94.294,red_amber,23.2,0.8,-3.3,none
2829,94.394,red_amber,22.1,1.6,-3.4,none
2832,94.494,red_amber,22.8,0.9,-3.6,none
2835,94.594,red_amber,22.2,0.5,-2.9,none
2838,94.695,green,0.4,-2.0,27.5,none
2841,94.795,green,-0.3,-2.6,27.5,none
2844,94.895,green,-0.6,-2.9,27.9,none
2847,94.995,green,-1.0,-2.7,28.8,none
2850,95.095,green,-1.0,-2.6,27.9,none
2853,95.195,green,-0.6,-2.6,28.3,none
2856,95.295,green,-1.1,-2.4,28.7,none
2859,95.395,green,-1.6,-2.5,27.5,none
2862,95.495,green,-0.0,-2.5,27.4,red
2865,95.596,green,0.7,-2.4,29.4,none
2868,95.696,green,-0.7,-2.1,27.9,none
2871,95.796,green,-1.1,-3.2,28.5,none
2874,95.896,green,-1.2,-3.0,27.8,none
2877,95.996,green,-1.4,-3.1,29.4,none
2880,96.096,green,-1.4,-3.5,29.6,none
2883,96.196,green,-1.5,-3.4,28.0,none
2886,96.296,green,-0.8,-2.9,27.1,none
2889,96.396,green,-1.4,-3.5,28.9,none
2892,96.496,green,-0.9,-2.4,27.6,none
2895,96.596,green,-1.0,-3.0,27.5,none
2898,96.697,green,-1.5,-3.3,27.7,none
2901,96.797,green,-0.8,-3.5,29.1,none
2904,96.897,green,-1.4,-3.3,27.9,none
2907,96.997,green,-1.1,-3.6,26.7,none
2910,97.097,green,-1.7,-2.1,26.6,none
2913,97.197,green,-1.8,-3.6,27.8,none
2916,97.297,green,-1.9,-1.9,27.5,red
2919,97.397,green,-1.0,-2.4,28.0,none
2922,97.497,green,-1.4,-2.4,28.8,none
2925,97.598,green,-1.9,-2.7,28.5,none
2928,97.698,green,-2.3,-2.9,29.4,none
2931,97.798,green,-1.7,-2.9,29.2,none
2934,97.898,green,-2.3,-2.8,29.5,none
2937,97.998,green,-0.8,-2.0,29.5,none
2940,98.098,green,-1.4,-2.5,29.1,none
2943,98.198,green,-1.6,-2.8,28.9,none
2946,98.298,green,-1.1,-2.6,29.5,none
2949,98.398,green,-0.8,-2.4,29.4,none
2952,98.498,green,-1.0,-2.4,29.5,none
2955,98.598,green,-1.5,-2.1,29.9,none
2958,98.699,green,-1.5,-2.5,29.1,none
2961,98.799,green,-0.9,-2.6,29.4,none
2964,98.899,green,-1.3,-2.7,29.8,none
2967,98.999,green,-1.0,-2.9,29.8,none
2970,99.099,green,-1.1,-2.5,28.9,none
2973,99.199,green,-1.1,-2.5,30.1,none
2976,99.299,green,-1.5,-2.2,29.5,none
2979,99.399,green,-0.6,-2.4,29.4,none
2982,99.499,green,-0.8,-2.4,30.3,none
2985,99.6,green,-1.5,-2.5,30.2,none
2988,99.7,green,-1.7,-1.9,28.8,none
2991,99.8,green,-1.2,-1.9,29.9,none
2994,99.9,green,-1.1,-2.4,30.4,none
2997,100.0,green,-1.4,-2.1,30.3,none
3000,100.1,green,-1.9,-1.5,30.1,none
3003,100.2,green,-1.3,-1.4,30.2,none
3006,100.3,green,-1.3,-3.0,30.1,none
3009,100.4,green,0.0,-2.2,30.3,none
3012,100.5,green,-0.5,-2.4,29.2,none
3015,100.6,green,-0.5,-2.0,30.3,none
3018,100.701,green,-1.1,-2.5,30.5,none
3021,100.801,green,-1.3,-2.6,30.2,none
3024,100.901,green,-1.0,-2.6,29.5,none
3027,101.001,green,-1.3,-2.4,30.2,none
3030,101.101,green,-1.0,-2.2,30.4,none
3033,101.201,green,-0.9,-2.3,30.6,none
3036,101.301,green,-1.5,-3.3,29.8,none
3039,101.401,green,-1.1,-1.7,30.0,none
3042,101.501,green,-1.2,-2.3,30.6,none
3045,101.602,green,-0.4,-2.4,29.7,none
3048,101.702,green,-1.0,-2.7,30.3,none
3051,101.802,green,-1.7,-2.4,30.1,none
3054,101.902,green,-1.0,-2.8,31.2,none
3057,102.002,green,-0.9,-1.8,30.0,none
3060,102.102,green,-1.7,-2.8,30.4,none
3063,102.202,green,-1.0,-2.2,30.5,red
3066,102.302,green,-0.8,-1.5,31.4,none
3069,102.402,green,-0.3,-2.7,30.5,none
3072,102.502,green,-1.0,-1.6,30.9,none
3075,102.602,green,-1.5,-2.7,29.8,none
3078,102.703,green,-1.2,-2.8,30.1,none
3081,102.803,green,-0.3,-2.8,30.8,none
3084,102.903,green,-1.3,-3.0,30.0,none
3087,103.003,green,-0.6,-2.9,32.0,none
3090,103.103,green,-1.1,-3.1,29.3,none
3093,103.203,green,-1.4,-1.8,29.2,none
3096,103.303,green,-1.5,-2.6,30.2,none
3099,103.403,green,-0.9,-2.8,31.5,none
3102,103.503,green,-1.2,-1.6,31.5,none
3105,103.604,green,-1.2,-2.1,28.8,none
3108,103.704,green,-1.0,-1.3,31.2,red
3111,103.804,green,-1.1,-1.7,28.8,red
3114,103.904,green,-1.4,-1.7,30.0,red
3117,104.004,green,-0.8,-2.3,30.7,none
3120,104.104,green,-0.9,-1.9,29.8,none
3123,104.204,green,-1.0,-1.9,30.0,none
3126,104.304,green,-1.7,-1.7,27.9,none
3129,104.404,green,-1.2,-2.1,29.5,none
3132,104.504,green,-1.4,-2.1,29.5,none
3135,104.604,green,-1.5,-2.0,28.2,none
3138,104.705,green,-1.3,-2.7,29.1,none
3141,104.805,green,-1.4,-2.9,29.7,none
3144,104.905,green,-0.9,-2.8,29.0,none
3147,105.005,green,-1.2,-2.6,28.4,none
3150,105.105,green,-1.4,-2.4,28.2,none
3153,105.205,green,-1.1,-2.2,30.1,none
3156,105.305,green,-1.2,-2.0,29.4,none
3159,105.405,green,-0.1,-1.4,30.0,none
3162,105.505,green,-1.4,-2.6,27.9,none
3165,105.606,green,-0.8,-1.5,29.6,none
3168,105.706,green,-1.5,-2.3,29.9,none
3171,105.806,green,-1.7,-1.9,29.1,none
3174,105.906,green,-0.8,-1.8,28.7,none
3177,106.006,green,-1.3,-1.8,29.6,none
3180,106.106,green,-1.1,-2.5,28.8,none
3183,106.206,green,-0.9,-1.9,29.1,none
3186,106.306,green,-1.0,-2.6,27.6,none
3189,106.406,green,-1.3,-2.1,27.4,none
3192,106.506,green,-1.3,-2.0,28.9,none
3195,106.606,green,-1.2,-2.4,28.5,none
3198,106.707,green,-1.7,-1.9,27.6,none
3201,106.807,green,-1.7,-1.5,29.4,none
3204,106.907,green,-1.5,-1.9,28.9,none
3207,107.007,green,-1.4,-1.7,27.9,none
3210,107.107,green,-1.1,-2.7,29.5,none
3213,107.207,green,-1.2,-2.7,29.9,none
3216,107.307,green,-1.4,-2.6,29.3,none
3219,107.407,green,-1.1,-1.8,27.6,none
3222,107.507,green,-1.3,-3.0,28.6,none
3225,107.608,green,-1.8,-3.1,28.4,none
3228,107.708,green,-0.3,-3.0,29.5,none
3231,107.808,green,-1.2,-1.3,29.2,none
3234,107.908,green,-1.5,-2.7,28.3,none
3237,108.008,green,-1.0,-2.5,29.2,none
3240,108.108,green,-1.3,-2.8,29.3,none
3243,108.208,green,-0.8,-2.7,29.5,none
3246,108.308,green,-1.4,-2.6,28.2,none
3249,108.408,green,-2.0,-2.5,28.6,none
3252,108.508,green,-1.6,-2.8,28.9,none
3255,108.608,green,-2.3,-2.1,30.9,none
3258,108.709,green,-0.1,-2.3,29.7,none
3261,108.809,green,-0.6,-3.5,29.6,none
3264,108.909,green,-1.4,-3.1,29.6,none
3267,109.009,green,-1.6,-3.0,29.0,none
3270,109.109,green,-1.1,-3.9,31.0,none
3273,109.209,green,-1.0,-2.7,29.7,none
3276,109.309,green,-2.2,-2.8,30.0,none
3279,109.409,green,-1.4,-2.7,30.4,none
3282,109.509,green,-1.4,-2.6,30.5,none
3285,109.61,green,-1.5,-2.7,30.3,none
3288,109.71,green,-1.5,-2.6,30.2,none
3291,109.81,green,-0.9,-2.9,30.4,none
3294,109.91,green,-0.8,-2.8,29.6,none
3297,110.01,green,-2.0,-3.2,30.3,none
3300,110.11,green,-1.8,-1.7,29.8,none
3303,110.21,green,-1.5,-1.7,31.4,none
3306,110.31,green,-1.1,-3.3,30.5,none
3309,110.41,green,-1.4,-2.0,29.3,none
3312,110.51,green,-1.0,-1.7,29.0,red
3315,110.61,green,-1.3,-1.6,29.3,none
3318,110.711,green,-1.5,-1.9,31.4,none
3321,110.811,green,-1.3,-2.2,29.3,none
3324,110.911,green,-1.8,-2.1,30.5,none
3327,111.011,green,-2.1,-1.9,30.1,none
3330,111.111,green,-2.0,-2.3,28.3,none
3333,111.211,green,-0.9,-2.2,30.6,none
3336,111.311,green,-0.6,-2.3,33.1,none
3339,111.411,green,-0.6,-2.2,31.8,none
3342,111.511,green,-0.6,-1.2,30.8,none
3345,111.612,green,-0.9,-0.9,31.6,none
3348,111.712,green,-1.6,-1.6,31.7,none
3351,111.812,green,-1.3,-2.7,30.2,none
3354,111.912,green,-2.0,-2.7,31.0,none
3357,112.012,green,-1.3,-2.2,31.9,none
3360,112.112,green,-1.6,-2.1,30.0,none
