frame,t,state,red_score,amber_score,green_score,before_v2_rule
1749,58.358,green,-12.8,-13.0,128.9,green
1752,58.458,green,-12.7,-12.9,128.8,green
1755,58.558,green,-13.3,-12.0,128.4,green
1758,58.659,green,-13.3,-12.2,128.8,green
1761,58.759,green,-13.0,-12.9,129.3,green
1764,58.859,green,-12.6,-12.4,127.6,green
1767,58.959,green,-12.8,-13.4,128.9,green
1770,59.059,green,-13.4,-13.7,128.1,green
1773,59.159,green,-13.5,-12.4,128.0,green
1776,59.259,green,-13.6,-12.2,128.2,green
1779,59.359,green,-13.8,-13.6,128.5,green
1782,59.459,green,-12.4,-13.0,128.9,green
1785,59.56,green,-13.2,-13.0,128.8,green
1788,59.66,green,-13.7,-12.6,129.1,green
1791,59.76,green,-13.2,-11.9,128.1,green
1794,59.86,green,-14.8,-13.1,129.1,green
1797,59.96,green,-14.3,-12.9,129.0,green
1800,60.06,green,-15.0,-13.1,127.7,green
1803,60.16,green,-13.3,-13.1,128.1,green
1806,60.26,green,-13.9,-13.6,128.2,green
1809,60.36,green,-14.4,-13.2,127.9,green
1812,60.46,green,-13.2,-13.1,128.1,green
1815,60.56,green,-13.3,-12.6,128.6,green
1818,60.661,green,-13.3,-12.6,128.5,green
1821,60.761,green,-13.8,-12.7,128.8,green
1824,60.861,green,-13.1,-13.1,127.8,green
1827,60.961,green,-14.2,-13.1,128.0,green
1830,61.061,green,-14.1,-13.0,127.4,green
1833,61.161,green,-14.0,-12.0,127.6,green
1836,61.261,green,-13.6,-12.5,127.6,green
1839,61.361,green,-13.7,-12.1,127.9,green
1842,61.461,green,-13.4,-14.0,128.0,green
1845,61.562,green,-13.1,-13.9,127.7,green
1848,61.662,green,-14.2,-13.6,127.7,green
1851,61.762,green,-15.7,-13.4,127.5,green
1854,61.862,green,-14.5,-13.8,127.7,none
1857,61.962,green,-13.2,-12.9,126.8,red
1860,62.062,green,-13.2,-13.6,127.2,none
1863,62.162,green,-13.4,-12.5,127.3,green
1866,62.262,green,-14.4,-13.5,127.5,green
1869,62.362,green,-13.4,-12.9,127.2,green
1872,62.462,green,-13.9,-12.5,127.1,green
1875,62.562,green,-13.3,-12.4,126.9,green
1878,62.663,green,-14.4,-13.1,127.3,green
1881,62.763,green,-14.6,-12.4,127.7,green
1884,62.863,green,-13.3,-13.0,127.2,green
1887,62.963,green,-14.2,-12.1,127.4,green
1890,63.063,green,-13.7,-13.4,127.4,green
1893,63.163,green,-13.4,-12.6,127.5,green
1896,63.263,green,-13.0,-13.0,126.7,green
1899,63.363,green,-13.8,-12.1,126.7,green
1902,63.463,green,-13.6,-12.8,126.8,green
1905,63.564,green,-13.0,-13.2,127.6,green
1908,63.664,green,-14.4,-13.3,127.4,green
1911,63.764,green,-13.5,-12.7,127.1,none
1914,63.864,green,-13.8,-13.3,127.1,green
1917,63.964,green,-12.7,-12.7,126.4,green
1920,64.064,green,-13.5,-12.4,126.1,green
1923,64.164,green,-13.6,-14.1,127.1,green
1926,64.264,green,-13.2,-13.2,127.2,green
1929,64.364,green,-13.4,-12.9,127.3,green
1932,64.464,green,-13.0,-13.4,127.0,green
1935,64.564,green,-13.7,-12.8,127.1,green
1938,64.665,green,-13.7,-12.2,126.9,green
1941,64.765,green,-13.1,-12.6,126.1,green
1944,64.865,green,-13.9,-12.3,126.3,green
1947,64.965,green,-13.7,-12.7,126.6,green
1950,65.065,green,-13.7,-12.2,127.0,green
1953,65.165,green,-13.9,-13.4,126.6,green
1956,65.265,green,-13.5,-12.8,126.7,green
1959,65.365,green,-13.3,-13.8,126.6,green
1962,65.465,green,-14.2,-13.2,126.0,green
1965,65.566,green,-13.7,-12.5,125.9,green
1968,65.666,green,-13.9,-13.5,125.4,green
1971,65.766,green,-13.2,-13.1,126.0,green
1974,65.866,green,-13.0,-13.7,126.1,green
1977,65.966,green,-13.7,-13.1,126.0,green
1980,66.066,green,-14.0,-13.6,127.1,green
1983,66.166,green,-13.7,-12.7,126.9,green
1986,66.266,green,-13.8,-13.2,126.4,green
1989,66.366,green,-14.6,-12.9,127.1,green
1992,66.466,green,-13.2,-12.4,126.3,green
1995,66.566,green,-12.6,-14.1,127.7,green
1998,66.667,green,-13.9,-13.1,127.4,green
2001,66.767,green,-15.1,-13.1,127.7,green
2004,66.867,green,-13.3,-13.4,127.8,green
2007,66.967,green,-13.7,-13.3,126.4,green
2010,67.067,green,-13.9,-13.3,127.3,green
2013,67.167,green,-12.6,-13.5,127.0,green
2016,67.267,green,-13.9,-13.5,126.6,green
2019,67.367,green,-14.7,-13.2,126.4,green
2022,67.467,green,-13.7,-11.6,126.7,green
2025,67.568,green,-14.4,-13.5,126.6,green
2028,67.668,green,-14.3,-12.6,125.8,green
2031,67.768,green,-14.3,-12.6,126.3,green
2034,67.868,green,-13.9,-12.0,125.3,green
2037,67.968,green,-13.9,-12.2,125.4,green
2040,68.068,green,-14.2,-13.3,125.6,green
2043,68.168,green,-14.8,-13.5,125.5,green
2046,68.268,green,-13.9,-13.4,126.2,green
2049,68.368,green,-13.8,-14.1,126.0,green
2052,68.468,green,-12.8,-12.2,125.2,green
2055,68.568,green,-13.7,-12.4,125.5,green
2058,68.669,green,-14.4,-12.5,125.5,green
2061,68.769,green,-13.7,-14.1,125.8,green
2064,68.869,green,-12.4,-12.6,125.8,green
2067,68.969,green,-13.1,-12.7,125.3,green
2070,69.069,green,-14.5,-13.2,125.1,green
2073,69.169,green,-13.6,-12.6,126.4,green
2076,69.269,green,-13.7,-12.3,126.3,green
2079,69.369,green,-13.0,-13.0,125.8,green
2082,69.469,green,-13.7,-12.4,125.2,green
2085,69.57,green,-14.2,-13.3,125.6,green
2088,69.67,green,-14.1,-13.3,125.9,green
2091,69.77,green,-14.9,-13.4,125.8,green
2094,69.87,green,-14.3,-13.9,126.1,green
2097,69.97,green,-13.2,-13.3,125.6,green
2100,70.07,green,-14.4,-12.8,126.6,green
2103,70.17,green,-13.7,-12.6,126.3,green
2106,70.27,green,-14.2,-13.2,126.3,green
2109,70.37,green,-14.0,-13.8,126.8,green
2112,70.47,green,-14.9,-13.6,127.3,green
2115,70.57,green,-14.8,-13.0,126.8,green
2118,70.671,green,-15.2,-13.4,125.9,green
2121,70.771,green,-14.8,-13.3,127.0,green
2124,70.871,green,-14.3,-12.6,126.7,green
2127,70.971,green,-13.0,-13.3,126.8,green
2130,71.071,green,-13.2,-13.0,126.0,green
2133,71.171,green,-13.7,-12.8,126.7,green
2136,71.271,green,-12.9,-12.7,125.8,green
2139,71.371,green,-13.6,-11.9,126.0,green
2142,71.471,green,-13.2,-13.1,125.3,green
2145,71.572,green,-14.0,-13.5,125.7,green
2148,71.672,green,-14.0,-12.1,126.1,green
2151,71.772,green,-13.5,-12.4,125.4,green
2154,71.872,green,-14.2,-13.9,125.6,green
2157,71.972,green,-13.0,-11.8,126.1,green
2160,72.072,green,-13.5,-13.6,125.0,green
2163,72.172,green_flash,-13.6,-12.0,5.6,none
2166,72.272,green_flash,-14.3,-13.3,4.6,none
2169,72.372,occluded,-13.9,-13.1,4.3,none
2172,72.472,occluded,-14.7,-13.0,5.3,none
2175,72.572,occluded,-13.0,-13.2,4.8,none
2178,72.673,green,-13.8,-13.2,127.2,green
2181,72.773,green,-13.4,-12.7,126.2,green
2184,72.873,green,-13.9,-12.1,126.8,green
2187,72.973,green,-13.5,-12.3,126.8,green
2190,73.073,green,-13.6,-12.5,126.1,green
2193,73.173,green_flash,-12.6,-12.3,4.9,none
2196,73.273,green_flash,-13.9,-13.4,5.3,none
2199,73.373,green_flash,-14.3,-13.7,5.7,none
2202,73.473,green_flash,-12.2,-13.4,4.9,none
2205,73.574,green_flash,-13.4,-13.1,4.5,none
2208,73.674,green,-14.0,-12.4,126.9,green
2211,73.774,green,-13.8,-12.5,126.8,green
2214,73.874,green,-13.5,-12.8,126.4,green
2217,73.974,green,-13.8,-13.0,127.2,green
2220,74.074,green,-13.8,-13.1,128.2,green
2223,74.174,green_flash,-13.8,-13.0,5.7,none
2226,74.274,green_flash,-13.9,-13.6,4.6,none
2229,74.374,green_flash,-14.2,-12.4,5.6,none
2232,74.474,green_flash,-15.1,-14.0,5.0,none
2235,74.574,green_flash,-14.0,-13.0,5.3,none
2238,74.675,green,-14.0,-13.0,129.4,green
2241,74.775,green,-13.8,-12.8,129.8,green
2244,74.875,green,-13.8,-13.2,129.9,green
2247,74.975,green,-13.6,-13.9,130.3,green
2250,75.075,green,-12.9,-11.4,129.8,green
2253,75.175,amber,-14.2,36.4,5.6,none
2256,75.275,amber,-14.4,34.5,5.4,none
2259,75.375,amber,-14.4,34.5,4.5,none
2262,75.475,amber,-13.5,34.3,5.5,none
2265,75.576,amber,-14.1,35.3,3.4,none
2268,75.676,amber,-14.9,34.1,5.3,none
2271,75.776,amber,-14.4,34.7,5.2,none
2274,75.876,amber,-14.3,34.2,4.7,none
2277,75.976,amber,-14.5,34.6,4.6,none
2280,76.076,amber,-15.5,34.2,3.4,none
2283,76.176,amber,-14.2,34.0,4.0,none
2286,76.276,amber,-15.2,35.5,4.3,none
2289,76.376,amber,-15.0,35.2,5.8,none
2292,76.476,amber,-14.9,34.3,4.4,none
2295,76.576,amber,-14.0,36.1,3.4,none
2298,76.677,amber,-15.6,35.3,4.7,none
2301,76.777,amber,-14.1,35.0,3.7,none
2304,76.877,amber,-14.9,34.4,4.6,none
2307,76.977,amber,-15.0,34.6,5.1,none
2310,77.077,amber,-13.3,34.5,4.5,none
2313,77.177,amber,-13.2,34.7,4.4,none
2316,77.277,amber,-13.9,33.8,5.7,none
2319,77.377,amber,-14.9,36.6,5.5,none
2322,77.477,amber,-13.6,34.5,4.0,none
2325,77.578,amber,-14.1,34.7,4.5,none
2328,77.678,amber,-14.4,35.4,5.0,red
2331,77.778,amber,-14.4,35.9,5.4,none
2334,77.878,amber,-13.4,33.8,5.2,none
2337,77.978,amber,-13.6,35.1,4.0,none
2340,78.078,amber,-11.6,33.2,5.6,none
2343,78.178,red,115.5,-12.3,5.1,red
2346,78.278,red,113.0,-12.8,3.4,red
2349,78.378,red,113.8,-12.8,6.0,red
2352,78.478,red,113.8,-11.9,5.2,red
2355,78.578,red,112.8,-12.7,4.0,red
2358,78.679,red,113.0,-13.1,5.4,red
2361,78.779,red,109.7,-14.7,4.6,red
2364,78.879,red,112.4,-13.2,5.4,red
2367,78.979,red,111.6,-12.9,5.9,red
2370,79.079,red,111.1,-13.2,6.1,red
2373,79.179,red,113.7,-13.4,4.9,red
2376,79.279,red,111.6,-13.3,5.5,red
2379,79.379,red,113.2,-12.8,5.7,red
2382,79.479,red,113.8,-12.9,5.2,red
2385,79.58,red,113.7,-13.4,5.2,red
2388,79.68,red,113.4,-12.7,4.8,red
2391,79.78,red,114.5,-12.5,4.9,red
2394,79.88,red,114.0,-14.0,6.0,red
2397,79.98,red,114.9,-13.1,4.8,red
2400,80.08,red,113.5,-13.6,5.2,red
2403,80.18,red,113.2,-13.6,6.1,red
2406,80.28,red,111.7,-12.3,4.7,red
2409,80.38,red,112.9,-13.1,4.8,red
2412,80.48,red,113.5,-12.3,5.2,red
2415,80.58,red,114.2,-12.9,4.5,red
2418,80.681,red,113.0,-13.4,5.0,red
2421,80.781,red,115.0,-12.7,6.2,red
2424,80.881,red,114.7,-13.7,5.5,red
2427,80.981,red,114.4,-13.3,5.0,red
2430,81.081,red,112.9,-13.9,4.6,red
2433,81.181,red,113.0,-12.1,4.4,red
2436,81.281,red,113.3,-11.7,5.3,red
2439,81.381,red,113.0,-12.6,5.3,red
2442,81.481,red,112.9,-12.5,5.1,red
2445,81.582,red,112.8,-12.7,5.2,red
2448,81.682,red,113.4,-11.7,6.0,red
2451,81.782,red,112.5,-10.9,5.1,red
2454,81.882,red,114.8,-11.5,5.1,red
2457,81.982,red,113.8,-11.7,4.6,red
2460,82.082,red,113.9,-12.7,4.8,red
2463,82.182,red,113.1,-11.2,4.5,red
2466,82.282,red,111.8,-11.9,4.7,red
2469,82.382,red,113.8,-11.7,4.8,red
2472,82.482,red,113.7,-12.3,4.5,red
2475,82.582,red,113.9,-11.9,5.7,red
2478,82.683,red,112.5,-12.5,4.1,red
2481,82.783,red,112.0,-12.4,5.0,red
2484,82.883,red,112.6,-11.6,4.3,red
2487,82.983,red,113.0,-12.6,4.4,red
2490,83.083,red,112.9,-12.8,6.4,red
2493,83.183,red,113.0,-12.9,4.1,red
2496,83.283,red,113.0,-12.7,5.4,red
2499,83.383,red,113.5,-12.0,5.8,red
2502,83.483,red,112.5,-13.3,5.1,red
2505,83.584,red,112.2,-11.8,4.9,red
2508,83.684,red,111.8,-13.4,5.5,red
2511,83.784,red,111.9,-12.2,6.0,red
2514,83.884,red,111.2,-12.1,5.4,red
2517,83.984,red,111.9,-11.7,4.5,red
2520,84.084,red,112.0,-13.5,3.9,red
2523,84.184,red,111.1,-12.5,4.0,red
2526,84.284,red,112.2,-12.7,5.8,red
2529,84.384,red,111.3,-12.9,4.8,red
2532,84.484,red,112.5,-11.7,4.7,red
2535,84.584,red,111.8,-11.9,5.5,red
2538,84.685,red,112.0,-12.5,5.1,red
2541,84.785,red,109.9,-11.6,5.1,red
2544,84.885,red,110.9,-12.1,5.7,red
2547,84.985,red,111.1,-12.5,4.3,red
2550,85.085,red,111.8,-11.6,6.3,red
2553,85.185,red,111.1,-12.1,5.0,red
2556,85.285,red,111.9,-12.6,3.6,red
2559,85.385,red,112.4,-11.5,5.1,red
2562,85.485,red,112.2,-12.1,4.5,red
2565,85.586,red,111.2,-12.5,5.1,red
2568,85.686,red,112.1,-11.5,4.8,red
2571,85.786,red,112.9,-11.7,4.2,red
2574,85.886,red,110.2,-10.4,4.5,red
2577,85.986,red,111.7,-12.4,4.1,red
2580,86.086,red,111.8,-12.3,4.8,red
2583,86.186,red,111.9,-12.7,6.1,red
2586,86.286,red,110.8,-12.0,5.6,red
2589,86.386,red,111.5,-11.6,5.5,red
2592,86.486,red,110.5,-11.7,5.2,red
2595,86.586,red,109.7,-11.2,4.3,red
2598,86.687,red,111.1,-12.5,5.6,red
2601,86.787,red,111.3,-11.9,5.1,red
2604,86.887,red,111.2,-12.5,5.2,red
2607,86.987,red,109.0,-12.2,5.2,red
2610,87.087,red,111.3,-11.4,5.0,red
2613,87.187,red,112.0,-10.8,5.0,red
2616,87.287,red,111.3,-12.1,5.1,red
2619,87.387,red,111.0,-11.7,5.0,red
2622,87.487,red,112.2,-11.7,4.7,red
2625,87.588,red,111.4,-12.7,4.8,red
2628,87.688,red,112.0,-11.9,4.9,red
2631,87.788,red,111.2,-12.2,5.0,red
2634,87.888,red,111.1,-11.7,5.0,red
2637,87.988,red,111.3,-12.0,4.0,red
2640,88.088,red,111.0,-11.8,4.6,red
2643,88.188,red,111.6,-12.1,5.4,red
2646,88.288,red,112.1,-11.9,3.9,red
2649,88.388,red,111.0,-12.6,3.1,red
2652,88.488,red,112.1,-11.5,5.1,red
2655,88.588,red,112.2,-11.1,4.7,red
2658,88.689,red,111.3,-11.6,5.1,red
2661,88.789,red,111.1,-12.0,4.6,red
2664,88.889,red,111.2,-12.1,4.8,red
2667,88.989,red,111.1,-11.8,4.7,red
2670,89.089,red,111.8,-12.2,4.7,red
2673,89.189,red,111.7,-11.4,4.9,red
2676,89.289,red,110.7,-11.7,5.0,red
2679,89.389,red,110.3,-11.9,4.6,red
2682,89.489,red,112.3,-11.1,4.2,red
2685,89.59,red,109.9,-12.0,4.7,red
2688,89.69,red,110.7,-11.6,5.2,red
2691,89.79,red,111.1,-12.7,5.3,red
2694,89.89,red,110.7,-11.7,5.6,red
2697,89.99,red,111.0,-10.7,4.7,red
2700,90.09,red,111.3,-12.5,4.7,red
2703,90.19,red,110.3,-12.6,4.9,red
2706,90.29,red,110.9,-11.5,4.0,red
2709,90.39,red,111.8,-12.4,4.2,red
2712,90.49,red,111.4,-12.0,4.2,red
2715,90.59,red,110.5,-11.8,4.8,red
2718,90.691,red,110.2,-11.7,5.4,red
2721,90.791,red,111.5,-12.1,5.1,red
2724,90.891,red,111.1,-12.3,4.3,red
2727,90.991,red,111.0,-13.3,4.3,red
2730,91.091,red,110.3,-12.3,3.8,red
2733,91.191,red,110.2,-12.4,3.5,red
2736,91.291,red,109.8,-12.4,4.6,red
2739,91.391,red,112.7,-11.8,4.5,red
2742,91.491,red,110.9,-11.2,4.6,red
2745,91.592,red,110.4,-12.1,5.2,red
2748,91.692,red,111.3,-12.7,4.8,red
2751,91.792,red,113.7,-12.1,5.0,red
2754,91.892,red,110.0,-12.0,4.9,red
2757,91.992,red,110.7,-12.4,4.3,red
2760,92.092,red,111.7,-12.2,5.4,red
2763,92.192,red,109.7,-12.0,4.3,red
2766,92.292,red,111.8,-12.0,5.1,red
2769,92.392,red,111.8,-11.6,3.6,red
2772,92.492,red,112.6,-12.0,4.7,red
2775,92.592,red,112.3,-12.6,4.2,red
2778,92.693,red,113.1,-12.5,4.9,red
2781,92.793,red,113.3,-11.8,5.3,red
2784,92.893,red,112.7,-13.0,5.0,red
2787,92.993,red,112.2,-13.5,4.4,red
2790,93.093,red,112.6,-11.8,4.7,red
2793,93.193,red,112.7,-12.8,5.4,red
2796,93.293,red,112.4,-11.3,4.1,red
2799,93.393,red,111.9,-12.8,4.5,red
2802,93.493,red,112.8,-11.2,4.6,red
2805,93.594,red,112.3,-12.2,4.5,red
2808,93.694,red,112.1,-11.5,4.4,red
2811,93.794,red,112.7,-11.5,5.2,red
2814,93.894,red,113.1,-12.3,5.5,red
2817,93.994,red,111.3,-11.0,4.5,red
2820,94.094,red,111.8,-12.4,4.9,red
2823,94.194,red,111.6,-12.9,4.4,red
2826,94.294,red,111.6,-11.8,4.5,red
2829,94.394,red,113.0,-12.7,4.2,red
2832,94.494,red,113.0,-11.1,4.6,red
2835,94.594,red,113.0,-11.7,5.0,red
2838,94.695,red,111.4,-12.1,4.2,red
2841,94.795,red,112.0,-11.5,5.7,red
2844,94.895,red,112.0,-12.6,3.5,red
2847,94.995,red,112.0,-11.8,5.0,red
2850,95.095,red,112.2,-12.3,4.3,red
2853,95.195,red,112.2,-12.8,4.7,red
2856,95.295,red,110.2,-12.4,4.7,red
2859,95.395,red,112.0,-11.9,4.4,red
2862,95.495,red,112.4,-12.6,4.5,red
2865,95.596,red,112.2,-12.6,4.6,red
2868,95.696,red,112.6,-11.6,4.9,red
2871,95.796,red,112.0,-12.0,4.3,red
2874,95.896,red,108.9,-11.9,4.7,red
2877,95.996,red,110.6,-11.1,5.3,red
2880,96.096,red,110.1,-12.5,4.8,red
2883,96.196,red,109.9,-12.7,4.6,red
2886,96.296,red,110.0,-12.4,4.6,red
2889,96.396,red,108.4,-10.8,5.1,red
2892,96.496,red,109.3,-12.8,4.0,red
2895,96.596,red,110.1,-12.4,4.6,red
2898,96.697,red,111.4,-12.1,4.9,red
2901,96.797,red,110.5,-11.9,4.8,red
2904,96.897,red,111.1,-11.7,4.2,red
2907,96.997,red,110.8,-12.4,4.9,red
2910,97.097,red,109.6,-11.6,5.0,red
2913,97.197,red,109.6,-11.3,4.6,red
2916,97.297,red,111.7,-12.1,6.1,red
2919,97.397,red,111.0,-13.2,3.6,red
2922,97.497,red,111.9,-11.2,5.4,red
2925,97.598,red,109.8,-11.8,5.0,red
2928,97.698,red,111.7,-12.5,4.2,red
2931,97.798,red,111.4,-11.4,5.2,red
2934,97.898,red,111.9,-11.1,4.7,red
2937,97.998,red,111.3,-11.4,4.4,red
2940,98.098,red,110.5,-11.7,4.3,red
2943,98.198,red,110.6,-12.1,4.6,red
2946,98.298,red,111.0,-13.1,4.4,red
2949,98.398,red,111.8,-11.6,4.0,red
2952,98.498,red,111.1,-12.8,4.1,red
2955,98.598,red,110.8,-11.8,5.4,red
2958,98.699,red,111.4,-11.8,3.8,red
2961,98.799,red,111.0,-11.5,4.0,red
2964,98.899,red,110.2,-12.3,4.5,red
2967,98.999,red,111.6,-11.6,5.2,red
2970,99.099,red,109.9,-12.0,5.1,red
2973,99.199,red,110.2,-12.7,4.9,red
2976,99.299,red,110.5,-12.0,4.6,red
2979,99.399,red,111.0,-11.9,4.0,red
2982,99.499,red,111.2,-11.7,5.2,red
2985,99.6,red,112.0,-11.7,4.3,red
2988,99.7,red,110.8,-12.6,3.8,red
2991,99.8,red,110.5,-12.1,5.0,red
2994,99.9,red,112.0,-11.7,4.7,red
2997,100.0,red,110.7,-12.0,4.5,red
3000,100.1,red,111.3,-12.0,5.0,red
3003,100.2,red,110.9,-11.1,4.8,red
3006,100.3,red,111.1,-11.5,4.3,red
3009,100.4,red,112.4,-12.1,4.2,red
3012,100.5,red,111.5,-11.9,5.2,red
3015,100.6,red,110.7,-11.9,4.9,red
3018,100.701,red,112.3,-12.0,4.2,red
3021,100.801,red,111.1,-12.0,5.3,red
3024,100.901,red,113.0,-11.7,5.0,red
3027,101.001,red,110.9,-12.2,5.0,red
3030,101.101,red,111.7,-12.6,4.1,red
3033,101.201,red,113.6,-12.6,4.7,red
3036,101.301,red,112.0,-12.5,4.3,red
3039,101.401,red,112.4,-13.0,4.9,red
3042,101.501,red,111.4,-12.6,4.6,red
3045,101.602,red,112.2,-11.5,5.0,red
3048,101.702,red,111.7,-12.4,4.1,red
3051,101.802,red,111.8,-11.5,4.3,red
3054,101.902,red,112.9,-11.6,4.8,red
3057,102.002,red,113.2,-11.9,3.8,red
3060,102.102,red,112.2,-11.5,5.0,red
3063,102.202,red,111.1,-11.6,4.6,red
3066,102.302,red,113.6,-12.1,5.2,red
3069,102.402,red,111.3,-12.2,5.0,red
3072,102.502,red,112.0,-11.5,5.3,red
3075,102.602,red,112.0,-10.9,4.5,red
3078,102.703,red,112.8,-11.5,5.7,red
3081,102.803,red,113.1,-11.5,5.0,red
3084,102.903,red,113.2,-12.0,5.0,red
3087,103.003,red,113.1,-12.7,4.3,red
3090,103.103,red,112.5,-11.9,4.3,red
3093,103.203,red,112.6,-11.1,4.7,red
3096,103.303,red,112.9,-11.5,5.1,red
3099,103.403,red,111.9,-11.5,5.7,red
3102,103.503,red,112.0,-11.8,5.2,red
3105,103.604,red,111.6,-12.5,4.5,red
3108,103.704,red,114.0,-12.0,5.0,red
3111,103.804,red,113.8,-11.8,4.8,red
3114,103.904,red,111.4,-11.1,4.8,red
3117,104.004,red,112.1,-11.8,4.2,red
3120,104.104,red,112.3,-11.8,5.5,red
3123,104.204,red,112.1,-11.0,5.1,red
3126,104.304,red,110.3,-11.5,4.3,red
3129,104.404,red,109.2,-11.4,5.8,red
3132,104.504,red,112.3,-11.7,5.3,red
3135,104.604,red,109.8,-12.4,4.2,red
3138,104.705,red,110.2,-11.6,4.4,red
3141,104.805,red,111.0,-11.1,4.6,red
3144,104.905,red,111.2,-12.0,5.0,red
3147,105.005,red,110.8,-11.8,4.4,red
3150,105.105,red,110.9,-12.4,4.7,red
3153,105.205,red,111.1,-11.7,6.1,red
3156,105.305,red,109.9,-12.6,4.9,red
3159,105.405,red,109.1,-11.7,4.2,red
3162,105.505,red,111.0,-13.0,3.9,red
3165,105.606,red,111.1,-11.3,4.7,red
3168,105.706,red,110.2,-12.2,5.1,red
3171,105.806,red,110.6,-11.1,4.9,red
3174,105.906,red,111.6,-11.8,4.9,red
3177,106.006,red,110.7,-12.7,5.7,red
3180,106.106,red,111.5,-11.6,4.3,red
3183,106.206,red,111.1,-11.8,5.5,red
3186,106.306,red,111.7,-11.3,4.2,red
3189,106.406,red,111.2,-11.5,5.4,red
3192,106.506,red,110.5,-11.1,5.5,red
3195,106.606,red,110.9,-11.7,4.4,red
3198,106.707,red,111.2,-12.2,5.0,red
3201,106.807,red,111.7,-12.1,4.7,red
3204,106.907,red,111.5,-12.3,4.4,red
3207,107.007,red,111.1,-12.1,5.1,red
3210,107.107,red,109.4,-11.7,5.1,red
3213,107.207,red,109.2,-11.8,4.7,red
3216,107.307,red,110.5,-11.3,5.4,red
3219,107.407,red,109.3,-11.9,5.6,red
3222,107.507,red,113.0,-12.1,4.7,red
3225,107.608,red,110.8,-11.8,4.9,red
3228,107.708,red,111.5,-13.1,4.3,red
3231,107.808,red,111.6,-11.6,4.6,red
3234,107.908,red,111.1,-10.6,4.9,red
3237,108.008,red,112.5,-11.4,4.9,red
3240,108.108,red,111.6,-11.6,4.8,red
3243,108.208,red,111.8,-11.4,4.4,red
3246,108.308,red,110.5,-11.6,4.6,red
3249,108.408,red,111.3,-10.9,4.5,red
3252,108.508,red,112.5,-11.4,4.4,red
3255,108.608,red,111.4,-11.5,5.6,red
3258,108.709,red,112.5,-11.8,5.1,red
3261,108.809,red,113.2,-11.9,4.9,red
3264,108.909,red,112.1,-12.3,4.1,red
3267,109.009,red,112.0,-11.9,3.8,red
3270,109.109,red,113.3,-12.1,5.5,red
3273,109.209,red,112.3,-12.7,5.4,red
3276,109.309,red,112.0,-11.3,3.5,red
3279,109.409,red,113.5,-12.3,5.0,red
3282,109.509,red,111.1,-11.3,4.1,red
3285,109.61,red,114.7,-11.4,5.1,red
3288,109.71,red,112.8,-11.4,4.5,red
3291,109.81,red,112.5,-12.8,4.3,red
3294,109.91,red,112.8,-12.4,4.0,red
3297,110.01,red,112.1,-11.0,3.8,red
3300,110.11,red,111.8,-11.2,4.5,red
3303,110.21,red,111.0,-13.2,5.2,red
3306,110.31,red,112.0,-12.9,5.2,red
3309,110.41,red,111.2,-11.7,4.4,red
3312,110.51,red,112.1,-12.0,6.0,red
3315,110.61,red,111.7,-12.8,4.3,red
3318,110.711,red,111.4,-12.3,4.4,red
3321,110.811,red,111.0,-12.4,4.0,red
3324,110.911,red,112.5,-11.9,3.9,red
3327,111.011,red,112.1,-12.6,5.4,red
3330,111.111,red,110.5,-11.5,3.3,red
3333,111.211,red,111.7,-11.6,4.9,red
3336,111.311,red,112.8,-11.9,5.2,red
3339,111.411,red,111.4,-12.9,4.2,red
3342,111.511,red,111.3,-12.0,5.0,red
3345,111.612,red,110.7,-12.4,5.1,red
3348,111.712,red,110.8,-12.1,5.0,red
3351,111.812,red,110.1,-13.2,5.7,red
3354,111.912,red,110.6,-13.1,5.2,red
3357,112.012,red,108.1,-12.7,5.1,red
3360,112.112,red,109.3,-12.2,5.3,red
3363,112.212,red,107.9,-12.2,4.7,red
3366,112.312,red,108.5,-12.2,4.6,red
3369,112.412,red,109.2,-11.8,5.3,red
3372,112.512,red,109.8,-11.9,4.8,red
3375,112.612,red,109.0,-12.9,4.8,red
3378,112.713,red,109.8,-12.7,5.7,red
3381,112.813,red,110.5,-11.7,5.7,red
3384,112.913,red,111.7,-11.1,5.2,red
3387,113.013,red,107.2,-12.1,5.7,red
3390,113.113,red,107.9,-12.6,4.5,red
3393,113.213,red,109.9,-11.3,4.6,red
3396,113.313,red,108.3,-11.4,3.9,red
3399,113.413,red,110.4,-11.7,5.3,red
3402,113.513,red,108.4,-12.5,3.5,red
3405,113.614,red,110.3,-12.0,5.2,red
3408,113.714,red,109.9,-12.4,4.2,red
3411,113.814,red,108.2,-12.4,4.6,red
3414,113.914,red,109.6,-11.9,4.8,red
3417,114.014,red,107.9,-11.5,5.6,red
3420,114.114,red,110.7,2.4,2.9,red
3423,114.214,red_amber,110.0,34.9,3.8,red
3426,114.314,red_amber,110.5,32.8,3.8,red
3429,114.414,red_amber,109.8,32.9,4.1,red
3432,114.514,red_amber,109.9,35.0,4.3,red
3435,114.614,red_amber,107.2,33.0,4.9,red
3438,114.715,red_amber,108.1,34.6,5.0,red
3441,114.815,occluded,106.7,34.8,5.0,red
3444,114.915,occluded,107.6,32.2,4.5,red
3447,115.015,occluded,107.8,32.9,3.3,red
3450,115.115,occluded,106.8,32.1,5.1,red
3453,115.215,occluded,107.3,33.9,4.2,red
3456,115.315,occluded,108.7,33.4,4.7,red
3459,115.415,occluded,109.4,35.5,5.8,red
