frame,t,state,red_score,green_score,before_v2_rule
2181,72.773,red,46.0,-4.6,red
2184,72.873,red,47.4,-3.9,red
2187,72.973,red,45.9,-4.9,red
2190,73.073,red,48.7,-4.6,red
2193,73.173,red,46.0,-4.3,red
2196,73.273,red,48.3,-4.0,red
2199,73.373,red,47.3,-4.7,red
2202,73.473,red,47.0,-5.1,red
2205,73.574,red,48.0,-4.0,red
2208,73.674,red,46.8,-5.3,red
2211,73.774,red,46.3,-5.0,red
2214,73.874,red,48.5,-5.1,red
2217,73.974,red,46.5,-5.1,red
2220,74.074,red,47.4,-4.1,red
2223,74.174,red,46.9,-5.4,red
2226,74.274,red,47.4,-4.8,red
2229,74.374,red,47.4,-4.0,red
2232,74.474,red,48.3,-5.1,red
2235,74.574,red,48.1,-4.8,red
2238,74.675,red,48.0,-5.1,red
2241,74.775,red,47.9,-5.1,red
2244,74.875,red,47.5,-5.2,none
2247,74.975,red,48.5,-5.2,red
2250,75.075,red,46.4,-4.4,red
2253,75.175,red,46.6,-4.3,red
2256,75.275,red,46.2,-4.4,red
2259,75.375,red,46.8,-5.0,red
2262,75.475,red,46.0,-4.2,red
2265,75.576,red,45.8,-4.6,red
2268,75.676,red,47.8,-5.5,red
2271,75.776,red,45.8,-3.3,none
2274,75.876,red,47.2,-4.3,red
2277,75.976,red,46.6,-4.6,red
2280,76.076,red,46.9,-4.5,red
2283,76.176,red,45.1,-4.4,red
2286,76.276,red,45.7,-4.7,red
2289,76.376,red,47.5,-4.2,red
2292,76.476,red,46.8,-5.0,red
2295,76.576,red,46.6,-4.9,red
2298,76.677,red,46.3,-5.4,red
2301,76.777,red,46.3,-4.1,red
2304,76.877,red,47.1,-4.3,red
2307,76.977,red,47.6,-4.8,red
2310,77.077,red,46.0,-4.5,red
2313,77.177,red,46.9,-5.0,red
2316,77.277,red,46.8,-4.7,red
2319,77.377,red,46.7,-4.8,red
2322,77.477,red,45.3,-4.7,red
2325,77.578,red,45.6,-4.2,red
2328,77.678,red,45.8,-3.6,red
2331,77.778,red,45.0,-4.4,red
2334,77.878,red,46.8,-5.4,none
2337,77.978,red,47.6,-5.0,red
2340,78.078,red,45.7,-4.9,red
2343,78.178,red,45.7,-4.8,red
2346,78.278,red,46.9,-5.4,red
2349,78.378,red,46.0,-4.2,red
2352,78.478,red,46.8,-5.0,red
2355,78.578,red,46.5,-4.5,red
2358,78.679,red,45.7,-5.3,red
2361,78.779,red,45.5,-5.1,none
2364,78.879,red,44.4,-5.0,red
2367,78.979,red,46.8,-4.7,red
2370,79.079,red,45.9,-4.7,red
2373,79.179,red,46.5,-5.0,red
2376,79.279,red,45.9,-4.4,red
2379,79.379,red,45.7,-4.5,red
2382,79.479,red,46.2,-5.0,none
2385,79.58,red,47.3,-4.4,red
2388,79.68,red,45.0,-5.3,red
2391,79.78,red,46.8,-5.1,red
2394,79.88,red,46.7,-5.0,red
2397,79.98,red,46.3,-5.1,red
2400,80.08,red,45.3,-4.8,red
2403,80.18,red,45.0,-4.9,red
2406,80.28,red,45.0,-4.4,none
2409,80.38,red,45.3,-4.7,none
2412,80.48,red,46.4,-5.0,red
2415,80.58,red,45.0,-5.2,none
2418,80.681,red,45.7,-5.0,red
2421,80.781,red,46.0,-5.1,red
2424,80.881,red,45.8,-4.7,none
2427,80.981,red,46.0,-5.0,none
2430,81.081,red,46.5,-4.9,red
2433,81.181,red,46.6,-4.9,red
2436,81.281,red,46.0,-4.4,red
2439,81.381,red,47.1,-4.0,red
2442,81.481,red,46.1,-4.3,red
2445,81.582,red,47.2,-5.0,red
2448,81.682,red,46.8,-4.5,red
2451,81.782,red,47.2,-4.5,red
2454,81.882,red,47.5,-4.9,red
2457,81.982,red,46.3,-4.4,none
2460,82.082,red,45.1,-4.5,red
2463,82.182,red,46.4,-4.8,red
2466,82.282,red,47.0,-4.3,none
2469,82.382,red,47.1,-5.0,red
2472,82.482,red,46.8,-5.1,none
2475,82.582,red,46.9,-4.7,red
2478,82.683,red,47.2,-4.7,red
2481,82.783,red,48.4,-4.6,red
2484,82.883,red,48.3,-4.5,red
2487,82.983,red,47.4,-4.8,red
2490,83.083,red,47.5,-4.6,red
2493,83.183,red,46.3,-4.5,none
2496,83.283,red,47.7,-4.5,red
2499,83.383,red,48.5,-5.2,red
2502,83.483,red,47.1,-4.6,red
2505,83.584,red,46.9,-5.0,red
2508,83.684,red,47.4,-4.0,red
2511,83.784,red,47.3,-4.9,red
2514,83.884,red,47.3,-4.8,red
2517,83.984,red,48.9,-5.1,red
2520,84.084,red,47.3,-4.9,red
2523,84.184,red,47.4,-5.1,red
2526,84.284,red,47.9,-5.2,red
2529,84.384,red,47.4,-5.0,red
2532,84.484,red,46.5,-4.8,red
2535,84.584,red,47.1,-4.5,red
2538,84.685,red,46.9,-5.0,red
2541,84.785,red,48.7,-4.0,red
2544,84.885,red,47.8,-4.8,red
2547,84.985,red,46.3,-4.1,red
2550,85.085,red,47.6,-4.4,red
2553,85.185,red,47.4,-4.5,red
2556,85.285,red,48.4,-4.9,red
2559,85.385,red,47.5,-5.3,red
2562,85.485,red,47.3,-4.9,red
2565,85.586,red,48.8,-5.1,red
2568,85.686,red,47.2,-5.2,red
2571,85.786,red,47.4,-4.5,red
2574,85.886,red,46.2,-5.1,red
2577,85.986,red,46.9,-4.8,red
2580,86.086,red,46.2,-4.7,red
2583,86.186,red,47.5,-5.0,red
2586,86.286,red,47.4,-4.8,red
2589,86.386,red,47.5,-4.4,red
2592,86.486,red,47.2,-4.6,red
2595,86.586,red,46.9,-4.7,red
2598,86.687,red,47.2,-4.5,red
2601,86.787,red,46.7,-4.7,red
2604,86.887,red,46.4,-4.5,red
2607,86.987,red,47.3,-4.8,red
2610,87.087,red,47.7,-4.8,red
2613,87.187,red,47.7,-4.8,red
2616,87.287,red,47.7,-4.5,red
2619,87.387,red,47.7,-4.1,red
2622,87.487,red,46.5,-4.6,red
2625,87.588,red,47.8,-4.8,red
2628,87.688,red,45.8,-4.4,red
2631,87.788,red,47.1,-5.3,red
2634,87.888,red,47.0,-5.6,red
2637,87.988,red,47.2,-4.3,red
2640,88.088,red,47.1,-4.1,red
2643,88.188,red,46.4,-4.5,red
2646,88.288,red,45.8,-4.6,red
2649,88.388,red,46.4,-4.6,red
2652,88.488,red,46.2,-4.9,red
2655,88.588,red,47.2,-4.3,red
2658,88.689,red,45.4,-3.9,red
2661,88.789,red,47.0,-4.6,red
2664,88.889,red,46.9,-5.4,red
2667,88.989,red,46.9,-4.3,red
2670,89.089,red,47.1,-4.0,red
2673,89.189,red,46.1,-5.3,red
2676,89.289,red,44.8,-5.0,none
2679,89.389,red,46.7,-4.8,red
2682,89.489,red,45.6,-4.6,none
2685,89.59,red,45.8,-4.2,none
2688,89.69,red,45.5,-4.9,red
2691,89.79,red,46.6,-4.9,red
2694,89.89,red,47.5,-4.9,red
2697,89.99,red,47.2,-4.8,red
2700,90.09,red,46.2,-5.3,red
2703,90.19,red,46.0,-4.8,red
2706,90.29,red,46.0,-4.7,red
2709,90.39,red,46.5,-4.1,red
2712,90.49,red,46.2,-4.6,red
2715,90.59,red,46.1,-4.6,red
2718,90.691,red,46.3,-4.4,red
2721,90.791,red,46.7,-4.6,none
2724,90.891,red,46.6,-4.2,red
2727,90.991,red,46.1,-5.1,red
2730,91.091,red,46.0,-4.6,red
2733,91.191,red,46.4,-4.5,none
2736,91.291,red,46.8,-4.9,red
2739,91.391,red,46.2,-4.4,none
2742,91.491,red,47.1,-4.2,red
2745,91.592,red,47.5,-4.9,red
2748,91.692,red,45.6,-4.8,red
2751,91.792,red,45.8,-4.3,red
2754,91.892,red,45.7,-4.8,red
2757,91.992,red,46.9,-4.7,red
2760,92.092,red,45.6,-4.9,red
2763,92.192,red,46.9,-4.8,red
2766,92.292,red,47.0,-4.9,red
2769,92.392,red,46.7,-5.2,none
2772,92.492,red,47.0,-5.1,none
2775,92.592,red,46.3,-5.7,red
2778,92.693,red,45.0,-4.7,none
2781,92.793,red,46.4,-4.4,none
2784,92.893,red,46.5,-4.7,red
2787,92.993,red,46.9,-5.4,red
2790,93.093,red,45.1,-4.9,none
2793,93.193,red,46.3,-5.2,none
2796,93.293,red,46.0,-4.7,none
2799,93.393,red,45.5,-5.4,none
2802,93.493,red,46.0,-5.2,none
2805,93.594,red,47.0,-5.1,red
2808,93.694,red,45.7,-4.1,red
2811,93.794,red,45.6,-5.5,red
2814,93.894,red,46.7,-5.2,red
2817,93.994,red,48.0,-4.5,red
2820,94.094,red,46.6,-4.9,none
2823,94.194,red,45.5,-5.0,none
2826,94.294,red,46.6,-5.0,red
2829,94.394,red,45.7,-5.1,none
2832,94.494,red,46.4,-4.7,red
2835,94.594,red,47.4,-5.1,red
2838,94.695,green,5.1,39.7,none
2841,94.795,green,2.6,39.3,none
2844,94.895,green,2.7,38.8,none
2847,94.995,green,2.7,38.8,none
2850,95.095,green,2.6,40.1,none
2853,95.195,green,2.6,40.9,none
2856,95.295,green,2.1,40.6,none
2859,95.395,green,3.0,39.7,none
2862,95.495,green,2.4,39.9,none
2865,95.596,green,2.8,39.3,none
2868,95.696,green,2.3,40.8,none
2871,95.796,green,2.4,40.0,none
2874,95.896,green,2.4,38.5,none
2877,95.996,green,2.8,39.7,none
2880,96.096,green,2.1,39.0,none
2883,96.196,green,2.8,40.0,none
2886,96.296,green,2.0,39.8,none
2889,96.396,green,2.5,40.6,none
2892,96.496,green,3.0,39.8,none
2895,96.596,green,2.6,39.7,none
2898,96.697,green,2.7,39.5,none
2901,96.797,green,2.2,40.5,none
2904,96.897,green,2.0,40.9,none
2907,96.997,green,2.6,39.8,none
2910,97.097,green,2.6,39.5,none
2913,97.197,green,2.8,39.7,none
2916,97.297,green,2.5,38.7,none
2919,97.397,green,2.7,38.7,none
2922,97.497,green,2.9,39.4,none
2925,97.598,green,2.0,39.3,none
2928,97.698,green,1.9,39.4,none
2931,97.798,green,2.4,40.0,none
2934,97.898,green,2.5,38.9,none
2937,97.998,green,2.3,39.6,none
2940,98.098,green,2.3,38.7,none
2943,98.198,green,2.2,38.9,none
2946,98.298,green,2.4,38.8,none
2949,98.398,green,2.8,39.4,none
2952,98.498,green,2.6,38.6,none
2955,98.598,green,2.4,38.1,none
2958,98.699,green,2.3,38.5,none
2961,98.799,green,2.6,38.5,none
2964,98.899,green,2.8,37.9,none
2967,98.999,green,2.5,39.3,none
2970,99.099,green,2.7,37.7,none
2973,99.199,green,2.5,37.8,none
2976,99.299,green,2.5,37.9,none
2979,99.399,green,2.7,38.7,none
2982,99.499,green,2.5,38.4,none
2985,99.6,green,2.2,38.5,none
2988,99.7,green,1.6,38.6,none
2991,99.8,green,2.4,37.6,none
2994,99.9,green,2.1,37.9,none
2997,100.0,green,2.3,39.1,none
3000,100.1,green,2.7,37.5,none
3003,100.2,green,2.7,38.0,none
3006,100.3,green,2.7,37.4,none
3009,100.4,green,2.4,37.0,none
3012,100.5,green,2.4,37.4,none
3015,100.6,green,1.8,36.8,none
3018,100.701,green,2.5,36.8,none
3021,100.801,green,2.9,37.1,none
3024,100.901,green,2.7,37.6,none
3027,101.001,green,2.1,36.2,none
3030,101.101,green,2.9,37.8,none
3033,101.201,green,2.7,36.6,none
3036,101.301,green,2.9,37.3,none
3039,101.401,green,2.3,36.8,none
3042,101.501,green,2.1,36.2,none
3045,101.602,green,2.0,36.6,none
3048,101.702,green,2.5,35.7,none
3051,101.802,green,2.2,36.0,none
3054,101.902,green,2.6,36.3,none
3057,102.002,green,2.3,35.0,none
3060,102.102,green,2.4,36.1,none
3063,102.202,green,2.3,36.5,none
3066,102.302,green,1.2,35.4,none
3069,102.402,green,2.5,36.8,none
3072,102.502,green,1.6,35.7,none
3075,102.602,green,1.9,35.8,none
3078,102.703,green,1.8,36.0,none
3081,102.803,green,2.1,35.0,none
3084,102.903,green,1.5,36.0,none
3087,103.003,green,1.8,35.6,none
3090,103.103,green,2.0,35.1,none
3093,103.203,green,2.0,36.0,none
3096,103.303,green,2.1,35.8,none
3099,103.403,green,1.9,35.0,none
3102,103.503,green,2.5,35.5,none
3105,103.604,green,2.3,33.5,none
3108,103.704,green,1.9,35.8,none
3111,103.804,green,1.4,35.2,none
3114,103.904,green,2.2,34.4,none
3117,104.004,green,2.0,35.8,none
3120,104.104,green,3.2,34.8,none
3123,104.204,green,2.2,34.8,none
3126,104.304,green,2.0,35.0,none
3129,104.404,green,2.4,34.9,none
3132,104.504,green,1.6,34.6,none
3135,104.604,green,2.9,36.3,none
3138,104.705,green,2.9,34.4,none
3141,104.805,green,2.5,35.5,none
3144,104.905,green,3.3,34.8,none
3147,105.005,green,3.2,34.6,none
3150,105.105,green,2.5,35.4,none
3153,105.205,green,2.7,35.7,none
3156,105.305,green,1.9,35.0,none
3159,105.405,green,2.7,35.1,none
3162,105.505,green,2.9,34.8,none
3165,105.606,green,3.2,35.5,none
3168,105.706,green,2.5,35.9,none
3171,105.806,green,2.8,35.4,none
3174,105.906,green,1.8,34.7,none
3177,106.006,green,2.2,36.8,none
3180,106.106,green,2.4,37.2,none
3183,106.206,green,1.6,35.7,none
3186,106.306,green,1.7,36.4,none
3189,106.406,green,2.1,36.2,none
3192,106.506,green,2.0,35.8,none
3195,106.606,green,2.1,36.1,none
3198,106.707,green,2.3,35.8,none
3201,106.807,green,2.2,36.0,none
3204,106.907,green,3.0,36.7,none
3207,107.007,green,2.2,36.7,none
3210,107.107,green,2.7,35.7,none
3213,107.207,green,2.1,35.8,none
3216,107.307,green,2.6,37.0,none
3219,107.407,green,2.0,35.6,none
3222,107.507,green,3.0,35.5,none
3225,107.608,green,2.6,37.2,none
3228,107.708,green,2.0,37.0,none
3231,107.808,green,2.5,37.1,none
3234,107.908,green,2.1,35.5,none
3237,108.008,green,2.4,37.0,none
3240,108.108,green,2.0,37.2,none
3243,108.208,green,2.0,36.6,none
3246,108.308,green,3.0,36.8,none
3249,108.408,green,2.1,38.8,none
3252,108.508,green,2.3,38.7,none
3255,108.608,green,2.2,37.6,none
3258,108.709,green,2.2,38.5,none
3261,108.809,green,2.4,37.4,none
3264,108.909,green,2.3,37.8,none
3267,109.009,green,2.2,38.6,none
3270,109.109,green,2.0,39.7,none
3273,109.209,green,2.0,38.3,none
3276,109.309,green,2.1,39.4,none
3279,109.409,green,1.9,39.6,none
3282,109.509,green,2.9,38.5,none
3285,109.61,green,2.8,39.4,none
3288,109.71,green,2.7,40.4,none
3291,109.81,green,2.2,39.2,none
3294,109.91,green,2.5,39.4,none
3297,110.01,green,1.7,40.3,none
3300,110.11,green,2.2,39.7,none
3303,110.21,green,1.5,39.4,none
3306,110.31,green,2.1,40.3,none
3309,110.41,green,2.0,40.5,none
3312,110.51,green,2.8,40.0,none
3315,110.61,green,2.2,39.4,none
3318,110.711,green,1.9,39.1,none
3321,110.811,green,2.3,39.0,none
3324,110.911,green,2.3,39.5,none
3327,111.011,green,2.5,39.5,none
3330,111.111,green,2.1,39.9,none
3333,111.211,green,1.8,39.6,none
3336,111.311,green,2.8,39.7,none
3339,111.411,green,2.7,38.4,none
3342,111.511,green,3.7,38.8,none
3345,111.612,green,2.4,39.3,none
3348,111.712,green,1.8,40.4,none
3351,111.812,green,2.2,39.7,none
3354,111.912,green,2.2,39.2,none
3357,112.012,green,2.1,39.8,none
3360,112.112,green,2.2,38.4,none
3363,112.212,green,3.0,39.5,none
3366,112.312,green,2.7,38.4,none
3369,112.412,green,2.6,39.9,none
3372,112.512,green,1.8,38.8,none
3375,112.612,green,2.6,39.2,none
3378,112.713,green,2.1,37.5,none
3381,112.813,green,2.3,38.5,none
3384,112.913,green,2.7,39.0,none
3387,113.013,green,2.5,37.8,none
3390,113.113,green,2.3,38.2,none
3393,113.213,green,2.1,39.0,none
3396,113.313,green,2.1,39.2,none
3399,113.413,green,1.8,39.0,none
3402,113.513,green,2.1,38.9,none
3405,113.614,green,2.4,38.8,none
3408,113.714,green,2.1,38.1,none
3411,113.814,green,2.2,37.9,none
3414,113.914,green,2.7,38.3,none
3417,114.014,green,2.8,37.7,none
3420,114.114,green,2.7,36.5,none
3423,114.214,green,2.8,36.8,none
3426,114.314,green,2.5,36.9,none
3429,114.414,green,3.0,36.5,none
3432,114.514,green,3.1,37.1,none
3435,114.614,green,2.2,36.7,none
3438,114.715,green,2.9,35.4,none
3441,114.815,green,2.5,35.0,none
3444,114.915,green,2.4,36.6,none
3447,115.015,green,2.3,35.5,none
3450,115.115,green,2.5,34.7,none
3453,115.215,green,3.2,36.1,none
3456,115.315,green,3.2,35.9,none
3459,115.415,green,3.3,36.2,none
3462,115.515,green,3.2,34.7,none
3465,115.616,green,2.5,34.6,none
3468,115.716,green,2.1,36.3,none
3471,115.816,green,2.0,35.4,none
3474,115.916,green,2.4,35.0,none
3477,116.016,green,2.8,34.1,none
3480,116.116,green,2.1,35.7,none
3483,116.216,green,1.9,35.4,none
3486,116.316,green,2.7,34.1,none
3489,116.416,green,2.6,35.6,none
3492,116.516,green,2.9,34.7,none
3495,116.616,green,3.1,33.8,none
3498,116.717,green,2.8,35.1,none
3501,116.817,green,2.3,34.5,none
3504,116.917,green,2.8,34.0,none
3507,117.017,green,2.3,34.7,none
3510,117.117,green,2.9,34.9,none
3513,117.217,green,2.1,35.4,none
3516,117.317,green,2.1,35.3,none
3519,117.417,green,2.2,36.1,none
3522,117.517,green,2.5,36.6,none
3525,117.618,green,2.3,35.2,none
3528,117.718,green,2.1,35.3,none
3531,117.818,green,2.2,35.7,none
3534,117.918,green,2.5,36.3,none
3537,118.018,green,2.8,36.0,none
3540,118.118,green,2.0,36.4,none
3543,118.218,green,2.2,36.1,none
3546,118.318,green,2.6,37.9,none
3549,118.418,green,1.7,35.6,none
3552,118.518,green,2.2,37.1,none
3555,118.618,green,2.3,35.9,none
3558,118.719,green,2.7,37.0,none
3561,118.819,green,2.5,37.4,none
3564,118.919,green,2.7,37.3,none
3567,119.019,green,2.7,37.7,none
3570,119.119,green,2.5,37.1,none
3573,119.219,green,2.5,37.4,none
3576,119.319,green,2.5,37.4,none
3579,119.419,green,2.5,37.5,none
3582,119.519,green,2.0,38.3,none
3585,119.62,green,2.3,38.1,none
3588,119.72,green,3.0,38.7,none
3591,119.82,green,2.8,38.8,none
3594,119.92,green,2.8,38.2,none
3597,120.02,green,2.8,38.6,none
3600,120.12,green,2.1,39.0,none
3603,120.22,green,2.7,38.4,none
3606,120.32,green,3.0,39.0,none
3609,120.42,green,2.6,40.3,none
3612,120.52,green,2.6,39.5,none
3615,120.62,green,2.3,39.0,none
3618,120.721,green,2.8,38.7,none
3621,120.821,green,2.8,41.1,none
3624,120.921,green,3.0,40.0,none
3627,121.021,green,2.7,38.5,none
3630,121.121,green,3.0,39.7,none
3633,121.221,green,2.9,41.3,none
3636,121.321,green,2.9,40.0,none
3639,121.421,green,2.8,39.9,none
3642,121.521,green,2.7,39.0,none
3645,121.622,green,2.0,39.3,none
3648,121.722,green,2.7,39.4,none
3651,121.822,green,3.1,39.6,none
3654,121.922,green,2.8,39.1,none
3657,122.022,green,2.5,39.2,none
3660,122.122,green,2.9,39.9,none
3663,122.222,green,2.2,38.9,none
3666,122.322,green,2.6,38.6,none
3669,122.422,green,2.5,38.7,none
3672,122.522,green,2.9,38.3,none
3675,122.622,green,2.3,40.1,none
3678,122.723,green,2.6,37.5,none
3681,122.823,green,2.4,38.1,none
3684,122.923,green,3.3,37.8,none
3687,123.023,green,3.0,39.1,none
3690,123.123,green,2.7,38.4,none
3693,123.223,green,2.3,38.8,none
3696,123.323,green,3.3,36.9,none
3699,123.423,green,2.4,37.9,none
3702,123.523,green,2.6,37.9,none
3705,123.624,green,2.7,37.4,none
3708,123.724,green,2.5,38.3,none
3711,123.824,green,2.6,36.3,none
3714,123.924,green,2.2,37.2,none
3717,124.024,green,2.9,36.2,none
3720,124.124,green,2.8,35.7,none
3723,124.224,green,2.6,35.6,none
3726,124.324,green,3.3,36.4,none
3729,124.424,green,2.3,36.3,none
3732,124.524,green,2.8,35.9,none
3735,124.624,green,2.8,36.7,none
3738,124.725,green_flash,3.3,-3.6,none
3741,124.825,green_flash,3.3,-4.5,none
3744,124.925,green_flash,2.1,-4.3,none
3747,125.025,green_flash,1.9,-4.6,none
3750,125.125,green_flash,1.8,-3.2,none
3753,125.225,green,2.0,35.0,none
3756,125.325,green,3.3,36.4,none
3759,125.425,green,2.3,35.3,none
3762,125.525,green,2.7,34.4,none
3765,125.626,green,2.7,35.3,none
3768,125.726,green_flash,2.1,-4.3,none
3771,125.826,green_flash,3.2,-5.2,none
3774,125.926,green_flash,2.3,-4.6,none
3777,126.026,green_flash,1.7,-5.3,none
3780,126.126,green_flash,2.1,-3.0,none
3783,126.226,green,1.9,34.8,none
3786,126.326,green,2.4,34.2,none
3789,126.426,green,2.2,34.3,none
3792,126.526,green,2.7,35.1,none
3795,126.626,green,3.3,35.7,none
3798,126.727,green_flash,2.2,-4.0,none
3801,126.827,green_flash,3.1,-4.3,none
3804,126.927,green_flash,2.5,-4.6,none
3807,127.027,green_flash,1.9,-4.1,none
3810,127.127,green_flash,2.2,-3.7,none
3813,127.227,green,2.3,35.4,none
3816,127.327,green,1.4,36.3,none
3819,127.427,green,2.6,35.4,none
3822,127.527,green,2.4,35.6,none
3825,127.628,green,2.2,36.7,none
3828,127.728,red,50.1,-4.1,red
3831,127.828,red,48.9,-5.4,red
3834,127.928,red,49.8,-5.4,red
3837,128.028,red,49.0,-4.8,red
3840,128.128,red,47.5,-4.4,red
3843,128.228,red,47.8,-4.6,red
3846,128.328,red,48.8,-4.7,red
3849,128.428,red,48.8,-4.7,red
3852,128.528,red,48.7,-4.6,red
3855,128.628,red,46.9,-4.7,red
3858,128.729,red,48.2,-4.6,red
3861,128.829,red,47.8,-4.1,red
3864,128.929,red,46.8,-5.1,red
3867,129.029,red,48.2,-4.6,red
3870,129.129,red,47.5,-4.7,red
3873,129.229,red,46.7,-5.0,red
3876,129.329,red,48.4,-4.5,red
3879,129.429,red,47.5,-5.2,red
3882,129.529,red,47.7,-4.2,red
3885,129.63,red,46.3,-4.4,none
3888,129.73,red,48.6,-4.6,red
3891,129.83,red,48.1,-4.0,red
3894,129.93,red,47.4,-4.1,red
3897,130.03,red,46.5,-4.1,red
3900,130.13,red,47.0,-4.7,red
3903,130.23,red,46.4,-4.3,red
3906,130.33,red,47.5,-5.5,red
3909,130.43,red,48.0,-4.6,red
3912,130.53,red,47.2,-4.3,red
3915,130.631,red,47.3,-4.8,red
3918,130.731,red,48.3,-4.9,red
3921,130.831,red,49.3,-4.7,red
3924,130.931,red,48.0,-4.5,red
3927,131.031,red,48.8,-4.7,red
3930,131.131,red,49.2,-4.6,red
3933,131.231,red,47.9,-4.8,red
3936,131.331,red,48.1,-4.4,red
3939,131.431,red,50.1,-4.7,red
3942,131.531,red,48.4,-4.9,red
3945,131.632,red,49.0,-4.8,red
3948,131.732,red,48.8,-5.1,red
3951,131.832,red,49.0,-5.1,red
3954,131.932,red,50.6,-5.1,red
3957,132.032,red,49.0,-4.7,red
3960,132.132,red,48.2,-4.3,red
3963,132.232,red,47.7,-4.8,red
3966,132.332,red,48.5,-4.6,red
3969,132.432,red,49.7,-4.9,red
3972,132.532,red,49.6,-4.3,red
3975,132.632,red,49.6,-4.3,red
3978,132.733,red,49.4,-4.7,red
3981,132.833,red,48.3,-5.3,red
3984,132.933,red,48.3,-4.6,red
3987,133.033,red,49.2,-4.9,red
3990,133.133,red,49.2,-4.3,red
3993,133.233,red,49.2,-5.2,red
3996,133.333,red,50.7,-4.9,red
3999,133.433,red,49.1,-4.6,red
4002,133.533,red,49.0,-4.7,red
4005,133.634,red,49.2,-4.5,red
4008,133.734,red,48.8,-4.6,red
4011,133.834,red,49.6,-4.2,red
4014,133.934,red,49.9,-4.6,red
4017,134.034,red,48.8,-5.2,red
4020,134.134,red,48.2,-4.4,red
4023,134.234,red,48.3,-4.3,red
4026,134.334,red,49.5,-4.6,red
4029,134.434,red,50.5,-3.8,red
4032,134.534,red,49.4,-4.9,red
4035,134.634,red,49.0,-4.3,red
4038,134.735,red,48.9,-4.7,red
4041,134.835,red,48.3,-4.4,red
4044,134.935,red,48.2,-4.6,red
4047,135.035,red,48.2,-5.1,red
4050,135.135,red,49.0,-5.0,red
4053,135.235,red,49.0,-5.2,red
4056,135.335,red,49.2,-4.8,red
4059,135.435,red,49.2,-4.3,red
4062,135.535,red,49.1,-5.0,red
4065,135.636,red,48.4,-4.0,red
4068,135.736,red,48.5,-4.4,red
4071,135.836,red,48.1,-5.4,red
4074,135.936,red,47.6,-4.5,red
4077,136.036,red,48.5,-4.5,red
4080,136.136,red,48.2,-4.4,red
4083,136.236,red,48.8,-5.0,red
4086,136.336,red,48.1,-4.2,red
4089,136.436,red,49.3,-4.9,red
4092,136.536,red,49.0,-5.3,red
4095,136.636,red,47.7,-4.7,red
4098,136.737,red,47.2,-5.1,red
4101,136.837,red,47.5,-5.2,none
4104,136.937,red,47.5,-4.6,red
4107,137.037,red,48.1,-4.5,red
4110,137.137,red,47.7,-4.8,red
4113,137.237,red,48.6,-4.7,red
4116,137.337,red,47.8,-5.3,red
4119,137.437,red,47.0,-5.3,none
4122,137.537,red,46.6,-5.2,none
4125,137.638,red,47.6,-4.3,red
4128,137.738,red,48.3,-4.6,red
4131,137.838,red,47.5,-4.5,red
4134,137.938,red,48.4,-4.6,red
4137,138.038,red,48.0,-4.9,red
4140,138.138,red,47.1,-4.4,red
4143,138.238,red,47.1,-4.6,red
4146,138.338,red,47.1,-4.9,red
4149,138.438,red,46.6,-4.2,red
4152,138.538,red,48.2,-5.1,red
4155,138.638,red,47.5,-5.5,red
4158,138.739,red,47.2,-5.1,red
4161,138.839,red,48.2,-5.4,red
4164,138.939,red,46.8,-4.6,red
4167,139.039,red,48.0,-5.3,red
4170,139.139,red,47.0,-5.4,red
4173,139.239,red,48.2,-4.5,red
4176,139.339,red,47.3,-5.0,red
4179,139.439,red,47.0,-5.4,red
4182,139.539,red,46.8,-4.3,red
4185,139.64,red,46.5,-4.7,red
4188,139.74,red,46.4,-5.2,none
4191,139.84,red,47.0,-4.9,red
4194,139.94,red,46.7,-5.0,red
4197,140.04,red,47.9,-4.9,none
4200,140.14,red,47.8,-4.8,red
4203,140.24,red,45.9,-4.6,red
4206,140.34,red,47.5,-5.0,red
4209,140.44,red,46.5,-5.0,red
4212,140.54,red,47.5,-4.4,red
4215,140.64,red,47.5,-5.1,red
4218,140.741,red,47.0,-5.5,red
4221,140.841,red,46.8,-5.0,red
4224,140.941,red,46.6,-4.5,red
4227,141.041,red,47.6,-5.2,red
4230,141.141,red,46.6,-4.2,red
4233,141.241,red,46.8,-4.2,red
4236,141.341,red,47.1,-3.9,red
4239,141.441,red,48.3,-4.2,red
4242,141.541,red,47.0,-5.0,red
4245,141.642,red,47.2,-4.5,red
4248,141.742,red,46.9,-4.4,red
4251,141.842,red,46.9,-4.5,red
4254,141.942,red,47.1,-4.6,red
4257,142.042,red,46.5,-4.1,none
4260,142.142,red,46.7,-4.5,none
4263,142.242,red,47.7,-5.0,red
4266,142.342,red,46.6,-4.6,red
4269,142.442,red,48.7,-4.4,red
4272,142.542,red,47.3,-4.8,none
4275,142.642,red,48.7,-5.1,none
4278,142.743,red,47.2,-5.4,none
4281,142.843,red,48.2,-4.3,red
4284,142.943,red,47.4,-4.4,red
4287,143.043,red,47.8,-4.8,red
4290,143.143,red,46.9,-4.4,red
4293,143.243,red,47.9,-5.1,none
4296,143.343,red,47.7,-4.6,red
4299,143.443,red,48.1,-4.9,red
4302,143.543,red,47.1,-4.4,none
4305,143.644,red,48.2,-4.6,red
4308,143.744,red,47.7,-4.6,red
4311,143.844,red,47.3,-4.6,red
4314,143.944,red,46.6,-4.5,red
